sample,host_request_ns,host_response_ns,phase,phase_time_s,target_rate_rad_s,rpc_ms,server_spi_ms,server_total_ms,cache_age_ms,board_a_seq,board_b_seq,m12_target_rad,m12_q_rad,m12_dq_rad_s,m12_torque_nm,m12_age_ms,m12_mode,m12_fault,m12_temperature_c,m13_target_rad,m13_q_rad,m13_dq_rad_s,m13_torque_nm,m13_age_ms,m13_mode,m13_fault,m13_temperature_c,m21_target_rad,m21_q_rad,m21_dq_rad_s,m21_torque_nm,m21_age_ms,m21_mode,m21_fault,m21_temperature_c,m22_target_rad,m22_q_rad,m22_dq_rad_s,m22_torque_nm,m22_age_ms,m22_mode,m22_fault,m22_temperature_c,m23_target_rad,m23_q_rad,m23_dq_rad_s,m23_torque_nm,m23_age_ms,m23_mode,m23_fault,m23_temperature_c,m31_target_rad,m31_q_rad,m31_dq_rad_s,m31_torque_nm,m31_age_ms,m31_mode,m31_fault,m31_temperature_c,m32_target_rad,m32_q_rad,m32_dq_rad_s,m32_torque_nm,m32_age_ms,m32_mode,m32_fault,m32_temperature_c,m33_target_rad,m33_q_rad,m33_dq_rad_s,m33_torque_nm,m33_age_ms,m33_mode,m33_fault,m33_temperature_c,m42_target_rad,m42_q_rad,m42_dq_rad_s,m42_torque_nm,m42_age_ms,m42_mode,m42_fault,m42_temperature_c,m43_target_rad,m43_q_rad,m43_dq_rad_s,m43_torque_nm,m43_age_ms,m43_mode,m43_fault,m43_temperature_c
37,18383425266102,18383433608892,hold,0.7757018750016869,0.0,8.34279,1.9114349997835234,2.366524000535719,0.030279159545898438,62657,62427,0.001,0.001,0.05,0.11,12,2,0,29.9,-0.001,-0.001,0.01,-0.07,8,2,0,29.3,-0.805,-0.806,0.04,0.04,6,2,0,30.6,-0.815,-0.815,0.06,-0.07,11,2,0,29.3,-0.004,-0.004,-0.02,0.01,5,2,0,29.9,-0.002,-0.002,-0.19,0.16,7,2,0,29.9,0.002,0.002,-0.03,0.22,9,2,0,29.9,-0.821,-0.821,0.06,-0.04,11,2,0,29.9,0.0,0.0,-0.04,-0.09,10,2,0,29.3,-0.81,-0.81,0.0,0.09,2,2,0,29.9
38,18383445269635,18383453725102,hold,0.7957041280023986,0.0,8.455467,1.4033830011612736,1.9980299985036254,0.02956390380859375,62658,62428,0.001,0.001,0.06,-0.03,2,2,0,29.9,-0.001,-0.001,0.07,-0.21,13,2,0,29.3,-0.805,-0.805,0.02,-0.28,11,2,0,30.6,-0.815,-0.815,0.07,-0.2,1,2,0,29.3,-0.004,-0.004,0.0,0.05,10,2,0,29.9,-0.002,-0.002,-0.02,-0.02,12,2,0,29.9,0.002,0.001,-0.12,-0.12,14,2,0,29.9,-0.821,-0.821,0.2,-0.04,1,2,0,29.9,0.0,0.0,-0.01,0.02,15,2,0,29.3,-0.81,-0.81,0.0,0.06,7,2,0,29.9
39,18383465267792,18383475307608,hold,0.8157027970009949,0.0,10.039816,3.314049001346575,3.809748999628937,0.03600120544433594,62659,62429,0.001,0.001,-0.14,0.14,7,2,0,29.9,-0.001,-0.001,0.04,-0.11,3,2,0,29.3,-0.805,-0.805,0.03,-0.03,1,2,0,30.6,-0.815,-0.815,0.02,-0.09,6,2,0,29.3,-0.004,-0.004,0.01,-0.06,15,2,0,29.9,-0.002,-0.002,-0.06,-0.06,2,2,0,29.9,0.002,0.001,0.11,-0.06,4,2,0,29.9,-0.821,-0.821,-0.04,0.02,6,2,0,29.9,0.0,0.0,0.07,0.05,5,2,0,29.3,-0.81,-0.81,-0.09,-0.21,12,2,0,29.9
40,18383485273085,18383494913558,hold,0.8357090499994229,0.0,9.640473,2.446526999847265,2.973364000354195,0.03409385681152344,62660,62430,0.001,0.001,0.02,-0.11,13,2,0,29.9,-0.001,-0.001,0.01,-0.05,9,2,0,29.3,-0.805,-0.805,0.07,0.09,7,2,0,30.6,-0.815,-0.815,0.01,-0.14,12,2,0,29.3,-0.004,-0.004,0.08,-0.04,6,2,0,29.9,-0.002,-0.002,0.1,-0.07,8,2,0,29.9,0.002,0.002,-0.01,-0.25,10,2,0,29.9,-0.821,-0.822,0.04,-0.02,12,2,0,29.9,0.0,0.0,-0.12,-0.08,11,2,0,29.3,-0.81,-0.81,0.02,0.04,3,2,0,29.9
41,18383505269994,18383513647026,hold,0.8557047110007261,0.0,8.377032,1.9292280012450647,2.3992620008357335,0.03337860107421875,62661,62431,0.001,0.001,0.06,0.24,3,2,0,29.9,-0.001,-0.001,-0.02,0.09,14,2,0,29.3,-0.805,-0.806,0.0,0.01,12,2,0,30.6,-0.815,-0.815,-0.04,-0.02,2,2,0,29.3,-0.004,-0.004,-0.08,0.13,11,2,0,29.9,-0.002,-0.002,-0.15,0.01,13,2,0,29.9,0.002,0.002,0.0,-0.02,15,2,0,29.9,-0.821,-0.821,-0.11,-0.08,2,2,0,29.9,0.0,0.0,-0.07,-0.05,1,2,0,29.3,-0.81,-0.811,-0.09,0.02,8,2,0,29.9
42,18383525278168,18383533689088,hold,0.8757115090011212,0.0,8.41092,1.9625730019470211,2.4211829986597877,0.031948089599609375,62662,62432,0.001,0.001,-0.1,0.01,7,2,0,29.9,-0.001,-0.001,-0.05,0.04,3,2,0,29.3,-0.805,-0.806,-0.12,-0.04,1,2,0,30.6,-0.815,-0.815,-0.02,-0.11,6,2,0,29.3,-0.004,-0.005,-0.05,-0.03,15,2,0,29.9,-0.002,-0.002,0.15,-0.01,2,2,0,29.9,0.002,0.002,-0.05,-0.06,3,2,0,29.9,-0.821,-0.821,-0.06,0.09,6,2,0,29.9,0.0,0.0,0.05,0.08,5,2,0,29.3,-0.81,-0.81,0.05,-0.17,12,2,0,29.9
43,18383545272357,18383553245500,hold,0.8957030730016413,0.0,7.973143,1.4479609999398235,2.0026700003654696,0.03147125244140625,62663,62433,0.001,0.001,0.02,0.13,12,2,0,29.9,-0.001,-0.001,0.09,-0.13,8,2,0,29.3,-0.805,-0.805,0.05,-0.07,6,2,0,30.6,-0.815,-0.815,0.0,-0.11,11,2,0,29.3,-0.004,-0.004,0.15,0.09,5,2,0,29.9,-0.002,-0.002,-0.06,-0.11,7,2,0,29.9,0.002,0.002,-0.04,-0.07,8,2,0,29.9,-0.821,-0.821,0.08,0.05,11,2,0,29.9,0.0,0.0,0.04,0.16,9,2,0,29.3,-0.81,-0.81,0.01,-0.17,2,2,0,29.9
44,18383565264657,18383573226952,hold,0.9157023820007453,0.0,7.962295,1.4338159999169875,2.030255000136094,0.030040740966796875,62664,62434,0.001,0.001,0.04,-0.14,2,2,0,29.9,-0.001,-0.001,0.08,-0.18,13,2,0,29.3,-0.805,-0.805,-0.04,0.21,11,2,0,30.6,-0.815,-0.815,-0.1,-0.04,1,2,0,29.3,-0.004,-0.004,0.02,-0.18,10,2,0,29.9,-0.002,-0.002,0.13,0.08,11,2,0,29.9,0.002,0.002,-0.04,0.08,12,2,0,29.9,-0.821,-0.821,-0.01,-0.02,0,2,0,29.9,0.0,0.0,-0.04,-0.06,13,2,0,29.3,-0.81,-0.81,-0.05,0.05,6,2,0,29.9
45,18383585270111,18383593204180,hold,0.9357029070015415,0.0,7.934069,1.3761179980065208,1.9374519979464822,0.03170967102050781,62665,62435,0.001,0.001,0.08,0.01,7,2,0,29.9,-0.001,-0.001,-0.08,-0.06,3,2,0,29.3,-0.805,-0.806,-0.05,0.07,1,2,0,30.6,-0.815,-0.815,0.0,-0.14,6,2,0,29.3,-0.004,-0.004,0.12,-0.08,15,2,0,29.9,-0.002,-0.002,-0.11,-0.02,1,2,0,29.9,0.002,0.002,0.11,-0.01,2,2,0,29.9,-0.821,-0.822,0.05,0.04,5,2,0,29.9,0.0,0.0,-0.02,0.22,3,2,0,29.3,-0.81,-0.81,-0.02,0.08,11,2,0,29.9
46,18383605280236,18383613272740,hold,0.9557102489998215,0.0,7.992504,1.4005350021761842,1.9209710007999092,0.030040740966796875,62666,62436,0.001,0.001,-0.05,0.01,12,2,0,29.9,-0.001,-0.001,-0.02,-0.19,8,2,0,29.3,-0.805,-0.805,0.01,0.29,6,2,0,30.6,-0.815,-0.815,-0.07,-0.07,11,2,0,29.3,-0.004,-0.004,-0.09,-0.06,5,2,0,29.9,-0.002,-0.002,-0.05,-0.04,6,2,0,29.9,0.002,0.002,0.04,-0.16,7,2,0,29.9,-0.821,-0.821,-0.04,0.03,10,2,0,29.9,0.0,0.0,0.0,0.02,8,2,0,29.3,-0.81,-0.81,0.07,-0.02,1,2,0,29.9
47,18383625280249,18383633878665,hold,0.975711446000787,0.0,8.598416,2.091697999276221,2.5448029991821386,0.03218650817871094,62667,62437,0.001,0.001,0.15,-0.05,2,2,0,29.9,-0.001,-0.001,0.04,-0.03,13,2,0,29.3,-0.805,-0.806,0.04,-0.13,11,2,0,30.6,-0.815,-0.815,-0.17,-0.05,1,2,0,29.3,-0.004,-0.005,-0.01,0.08,10,2,0,29.9,-0.002,-0.002,0.06,-0.12,11,2,0,29.9,0.002,0.002,0.02,0.07,12,2,0,29.9,-0.821,-0.822,-0.04,-0.13,0,2,0,29.9,0.0,0.0,-0.04,-0.05,13,2,0,29.3,-0.81,-0.81,0.05,-0.15,6,2,0,29.9
48,18383645265158,18383653088759,hold,0.9957019230023434,0.0,7.823601,1.3676060007128399,1.8468880007276312,0.030994415283203125,62668,62438,0.001,0.001,0.04,0.08,7,2,0,29.9,-0.001,-0.001,-0.02,-0.19,3,2,0,29.3,-0.805,-0.805,0.01,-0.07,1,2,0,30.6,-0.815,-0.815,-0.21,-0.02,6,2,0,29.3,-0.004,-0.005,0.02,-0.13,14,2,0,29.9,-0.002,-0.002,0.0,0.0,2,2,0,29.9,0.002,0.002,0.19,-0.05,3,2,0,29.9,-0.821,-0.822,-0.1,0.0,6,2,0,29.9,0.0,0.0,-0.13,-0.19,4,2,0,29.3,-0.81,-0.81,0.01,0.04,12,2,0,29.9
49,18383665313236,18383673309325,triangle_0.02,2.04800016945228e-06,0.02,7.996089,1.4296560002549086,1.9600449995778035,0.03147125244140625,62669,62439,0.001000040960003389,0.001,-0.09,0.05,12,2,0,29.9,-0.000999959039996611,-0.001,0.01,-0.16,8,2,0,29.3,-0.8049999590399967,-0.806,-0.12,-0.1,6,2,0,30.6,-0.8149999590399966,-0.815,0.08,0.04,11,2,0,29.3,-0.003999959039996611,-0.004,0.05,-0.03,4,2,0,29.9,-0.001999959039996611,-0.002,0.04,-0.07,6,2,0,29.9,0.002000040960003389,0.001,-0.03,-0.16,7,2,0,29.9,-0.8209999590399966,-0.821,0.05,-0.1,10,2,0,29.9,4.0960003389045596e-08,0.0,-0.08,0.07,8,2,0,29.3,-0.8099999590399967,-0.81,-0.12,0.02,1,2,0,29.9
50,18383685348835,18383693768108,triangle_0.02,0.020075888001883868,0.02,8.419273,1.3904219995310996,1.9704130027093925,0.03266334533691406,62670,62440,0.0014015177600376775,0.001,-0.13,-0.06,2,2,0,29.9,-0.0005984822399623227,-0.001,0.11,-0.13,13,2,0,29.3,-0.8045984822399623,-0.806,-0.03,0.0,11,2,0,30.6,-0.8145984822399622,-0.815,-0.14,0.03,1,2,0,29.3,-0.0035984822399623227,-0.004,0.09,0.21,9,2,0,29.9,-0.0015984822399623226,-0.002,-0.12,0.11,12,2,0,29.9,0.0024015177600376775,0.002,0.08,-0.17,13,2,0,29.9,-0.8205984822399622,-0.822,-0.02,-0.06,1,2,0,29.9,0.0004015177600376773,0.0,0.09,-0.01,14,2,0,29.3,-0.8095984822399623,-0.81,-0.04,-0.04,7,2,0,29.9
51,18383705347760,18383713793626,triangle_0.02,0.04007638099938049,0.02,8.445866,1.9673730021168012,2.4227510002674535,0.0324249267578125,62671,62441,0.0018015276199876097,0.001,-0.12,-0.16,7,2,0,29.9,-0.00019847238001239025,-0.001,0.06,-0.22,3,2,0,29.3,-0.8041984723800124,-0.806,-0.02,0.18,1,2,0,30.6,-0.8141984723800123,-0.815,-0.08,-0.14,6,2,0,29.3,-0.0031984723800123904,-0.004,-0.08,-0.09,14,2,0,29.9,-0.0011984723800123904,-0.002,0.15,-0.14,2,2,0,29.9,0.0028015276199876097,0.002,0.13,0.07,3,2,0,29.9,-0.8201984723800123,-0.822,0.09,0.09,6,2,0,29.9,0.0008015276199876098,0.0,0.04,-0.09,4,2,0,29.3,-0.8091984723800124,-0.81,0.09,-0.04,12,2,0,29.9
52,18383725345341,18383734023408,triangle_0.02,0.060073865999584086,0.02,8.678067,2.2325680001813453,2.682857000763761,0.03314018249511719,62672,62442,0.002201477319991682,0.001,0.01,0.11,12,2,0,29.9,0.00020147731999168163,-0.001,0.02,-0.01,8,2,0,29.3,-0.8037985226800084,-0.806,0.02,-0.19,6,2,0,30.6,-0.8137985226800083,-0.815,0.01,-0.01,11,2,0,29.3,-0.0027985226800083182,-0.004,-0.02,0.1,4,2,0,29.9,-0.0007985226800083184,-0.002,0.0,0.02,7,2,0,29.9,0.003201477319991682,0.002,-0.11,-0.07,8,2,0,29.9,-0.8197985226800083,-0.821,-0.05,-0.2,11,2,0,29.9,0.0012014773199916816,0.0,-0.02,0.01,9,2,0,29.3,-0.8087985226800084,-0.81,-0.09,-0.11,2,2,0,29.9
53,18383745349514,18383753755794,triangle_0.02,0.0800749670015648,0.02,8.40628,1.974893002625322,2.4269749992527068,0.03266334533691406,62673,62443,0.002601499340031296,0.001,0.14,0.06,2,2,0,29.9,0.0006014993400312958,-0.001,-0.09,-0.17,13,2,0,29.3,-0.8033985006599688,-0.805,0.04,-0.03,11,2,0,30.6,-0.8133985006599687,-0.815,0.09,0.17,1,2,0,29.3,-0.0023985006599687043,-0.004,0.02,0.07,9,2,0,29.9,-0.00039850065996870424,-0.002,0.01,-0.04,12,2,0,29.9,0.003601499340031296,0.002,-0.06,0.19,13,2,0,29.9,-0.8193985006599687,-0.821,-0.11,0.04,1,2,0,29.9,0.0016014993400312958,0.0,-0.02,0.0,14,2,0,29.3,-0.8083985006599688,-0.81,0.0,-0.09,7,2,0,29.9
54,18383765349559,18383773967848,triangle_0.02,0.10007603600024595,0.02,8.618289,2.101714999298565,2.554308000981109,0.031948089599609375,62674,62444,0.003001520720004919,0.001,0.01,-0.05,7,2,0,29.9,0.001001520720004919,-0.001,0.05,0.12,3,2,0,29.3,-0.8029984792799951,-0.805,0.02,0.03,1,2,0,30.6,-0.812998479279995,-0.815,-0.11,-0.03,6,2,0,29.3,-0.001998479279995081,-0.004,0.04,0.15,14,2,0,29.9,1.5207200049190475e-06,-0.002,0.04,0.27,2,2,0,29.9,0.004001520720004919,0.002,-0.04,-0.16,3,2,0,29.9,-0.818998479279995,-0.821,-0.1,0.04,6,2,0,29.9,0.002001520720004919,0.0,-0.07,-0.11,4,2,0,29.3,-0.8079984792799951,-0.81,0.01,0.05,12,2,0,29.9
55,18383785348580,18383793953780,triangle_0.02,0.12007656100104214,0.02,8.6052,1.737188002152834,2.1900049978285097,0.0324249267578125,62675,62445,0.0034015312200208424,0.001,0.12,0.09,12,2,0,29.9,0.0014015312200208424,-0.001,0.05,0.07,8,2,0,29.3,-0.8025984687799792,-0.805,0.03,-0.2,6,2,0,30.6,-0.8125984687799791,-0.815,0.1,0.09,11,2,0,29.3,-0.0015984687799791577,-0.004,-0.02,0.23,4,2,0,29.9,0.00040153122002084237,-0.001,0.08,0.24,7,2,0,29.9,0.004401531220020842,0.002,0.1,0.01,8,2,0,29.9,-0.8185984687799791,-0.821,0.04,0.08,11,2,0,29.9,0.0024015312200208424,0.0,-0.04,0.01,9,2,0,29.3,-0.8075984687799792,-0.81,0.22,-0.02,2,2,0,29.9
56,18383805348785,18383813686679,triangle_0.02,0.1400745899991307,0.02,8.337894,1.4741049999429379,2.0802409999305382,0.03647804260253906,62676,62446,0.003801491799982614,0.001,-0.05,0.06,2,2,0,29.9,0.0018014917999826141,-0.001,0.02,0.09,13,2,0,29.3,-0.8021985082000175,-0.805,0.0,0.41,11,2,0,30.6,-0.8121985082000174,-0.815,-0.1,0.16,1,2,0,29.3,-0.001198508200017386,-0.004,-0.08,0.21,9,2,0,29.9,0.0008014917999826141,-0.002,-0.02,0.08,12,2,0,29.9,0.004801491799982615,0.002,0.06,-0.05,13,2,0,29.9,-0.8181985082000174,-0.821,0.0,-0.24,1,2,0,29.9,0.002801491799982614,0.0,0.01,0.06,14,2,0,29.3,-0.8071985082000175,-0.81,0.03,0.16,7,2,0,29.9
57,18383825347518,18383833977007,triangle_0.02,0.16007479499967303,0.02,8.629489,2.105042000039248,2.5666929977887776,0.03504753112792969,62677,62447,0.00420149589999346,0.001,0.06,-0.05,7,2,0,29.9,0.0022014958999934603,0.0,-0.1,0.02,3,2,0,29.3,-0.8017985041000066,-0.805,0.09,0.18,1,2,0,30.6,-0.8117985041000065,-0.815,-0.02,0.21,6,2,0,29.3,-0.0007985041000065397,-0.004,0.01,0.11,14,2,0,29.9,0.0012014958999934603,-0.001,0.01,0.05,2,2,0,29.9,0.00520149589999346,0.002,0.0,0.2,3,2,0,29.9,-0.8177985041000065,-0.821,0.06,0.1,6,2,0,29.9,0.0032014958999934603,0.0,-0.02,-0.01,4,2,0,29.3,-0.8067985041000066,-0.81,-0.04,0.09,12,2,0,29.9
58,18383845607126,18383854482768,triangle_0.02,0.18031897800028673,0.02,8.875642,1.9263469985162374,2.386972999374848,0.03409385681152344,62678,62448,0.004606379560005735,0.001,0.0,0.09,12,2,0,29.9,0.0026063795600057347,0.0,-0.07,0.05,8,2,0,29.3,-0.8013936204399943,-0.805,-0.04,0.23,6,2,0,30.6,-0.8113936204399942,-0.814,0.11,0.13,11,2,0,29.3,-0.0003936204399942653,-0.004,-0.14,0.19,4,2,0,29.9,0.0016063795600057347,-0.001,-0.07,0.25,7,2,0,29.9,0.005606379560005734,0.002,-0.03,0.24,8,2,0,29.9,-0.8173936204399942,-0.821,0.0,-0.03,10,2,0,29.9,0.0036063795600057348,0.0,-0.04,0.2,9,2,0,29.3,-0.8063936204399943,-0.81,-0.11,0.07,2,2,0,29.9
59,18383865368441,18383874053036,triangle_0.02,0.20008605399925727,0.02,8.684595,2.1031869982834905,2.5588839998818003,0.0362396240234375,62679,62449,0.005001721079985146,0.002,0.0,0.1,3,2,0,29.9,0.003001721079985146,0.0,-0.06,0.12,14,2,0,29.3,-0.8009982789200149,-0.805,0.07,0.14,12,2,0,30.6,-0.8109982789200147,-0.814,0.14,0.22,2,2,0,29.3,1.7210799851457778e-06,-0.004,-0.01,0.13,10,2,0,29.9,0.002001721079985146,-0.001,0.02,0.27,12,2,0,29.9,0.006001721079985146,0.002,-0.07,0.29,14,2,0,29.9,-0.8169982789200148,-0.821,-0.07,0.06,1,2,0,29.9,0.004001721079985146,0.001,0.03,0.26,15,2,0,29.3,-0.8059982789200149,-0.81,-0.14,0.16,8,2,0,29.9
60,18383885352806,18383894113564,triangle_0.02,0.22007537800163846,0.02,8.760758,1.790884998627007,2.2467119997600093,0.03457069396972656,62680,62450,0.005401507560032769,0.002,0.1,0.12,7,2,0,29.9,0.003401507560032769,0.001,0.12,0.19,2,2,0,29.3,-0.8005984924399673,-0.804,-0.05,0.21,1,2,0,30.6,-0.8105984924399672,-0.814,0.04,0.26,6,2,0,29.3,0.000401507560032769,-0.004,0.02,-0.06,14,2,0,29.9,0.002401507560032769,-0.001,0.04,0.15,1,2,0,29.9,0.006401507560032769,0.002,-0.08,0.23,3,2,0,29.9,-0.8165984924399672,-0.821,-0.11,0.15,5,2,0,29.9,0.004401507560032769,0.001,-0.05,0.17,4,2,0,29.3,-0.8055984924399673,-0.809,0.03,0.11,12,2,0,29.9
61,18383905348339,18383913454383,triangle_0.02,0.2400741109995579,0.02,8.106044,1.3938140000391286,2.0208150017424487,0.03933906555175781,62681,62451,0.005801482219991157,0.002,0.03,0.06,12,2,0,29.9,0.0038014822199911574,0.0,0.07,0.1,7,2,0,29.3,-0.8001985177800089,-0.804,-0.05,-0.01,5,2,0,30.6,-0.8101985177800088,-0.814,0.0,0.03,11,2,0,29.3,0.0008014822199911573,-0.003,-0.1,0.06,4,2,0,29.9,0.0028014822199911573,-0.001,0.04,0.14,6,2,0,29.9,0.006801482219991157,0.003,0.03,-0.01,8,2,0,29.9,-0.8161985177800088,-0.821,0.05,0.06,10,2,0,29.9,0.004801482219991157,0.001,0.01,0.14,9,2,0,29.3,-0.805198517780009,-0.808,-0.06,0.22,2,2,0,29.9
62,18383925345568,18383933203538,triangle_0.02,0.2600735160012846,0.02,7.85797,1.440471998648718,1.9049060028919484,0.0362396240234375,62682,62452,0.0062014703200256914,0.004,0.07,0.04,2,2,0,29.9,0.004201470320025691,0.001,0.03,0.23,12,2,0,29.3,-0.7997985296799743,-0.803,-0.05,0.1,10,2,0,30.6,-0.8097985296799742,-0.813,0.0,0.02,1,2,0,29.3,0.0012014703200256913,-0.003,0.0,0.21,9,2,0,29.9,0.0032014703200256914,-0.001,0.01,0.12,11,2,0,29.9,0.0072014703200256915,0.004,0.05,-0.13,13,2,0,29.9,-0.8157985296799742,-0.821,-0.19,0.09,15,2,0,29.9,0.005201470320025691,0.001,0.08,0.07,14,2,0,29.3,-0.8047985296799743,-0.808,-0.08,0.09,7,2,0,29.9
63,18383945348525,18383953768374,triangle_0.02,0.2800759609999659,0.02,8.419849,1.9884620014636312,2.446174999931827,0.034332275390625,62683,62453,0.0066015192199993175,0.005,0.03,-0.02,7,2,0,29.9,0.0046015192199993175,0.001,0.05,0.12,2,2,0,29.3,-0.7993984807800008,-0.803,0.05,0.17,0,2,0,30.6,-0.8093984807800007,-0.813,-0.01,0.12,6,2,0,29.3,0.0016015192199993174,-0.003,0.09,0.22,14,2,0,29.9,0.0036015192199993174,-0.001,0.14,0.23,1,2,0,29.9,0.0076015192199993175,0.005,0.06,0.29,3,2,0,29.9,-0.8153984807800007,-0.82,0.17,0.02,5,2,0,29.9,0.0056015192199993175,0.002,-0.11,0.15,4,2,0,29.3,-0.8043984807800008,-0.808,0.02,0.43,12,2,0,29.9
64,18383965349754,18383974987986,triangle_0.02,0.3000762310002756,0.02,9.638232,2.906224999605911,3.4043249979731627,0.04172325134277344,62684,62454,0.007001524620005512,0.005,0.06,0.09,12,2,0,29.9,0.005001524620005512,0.001,0.11,0.23,7,2,0,29.3,-0.7989984753799946,-0.803,0.04,0.27,5,2,0,30.6,-0.8089984753799945,-0.813,-0.02,0.17,10,2,0,29.3,0.0020015246200055115,-0.002,0.0,-0.06,4,2,0,29.9,0.004001524620005512,0.0,0.15,0.23,6,2,0,29.9,0.008001524620005512,0.005,0.18,-0.07,8,2,0,29.9,-0.8149984753799945,-0.82,0.0,0.25,10,2,0,29.9,0.006001524620005512,0.002,-0.05,0.13,9,2,0,29.3,-0.8039984753799946,-0.808,0.1,0.2,2,2,0,29.9
65,18383985346375,18383994570255,triangle_0.02,0.3200745479989564,0.02,9.22388,2.0146069982729387,2.5324509988422506,0.040531158447265625,62685,62455,0.007401490959979128,0.006,0.05,-0.1,2,2,0,29.9,0.0054014909599791276,0.001,0.08,0.16,12,2,0,29.3,-0.7985985090400209,-0.802,0.03,-0.07,10,2,0,30.6,-0.8085985090400208,-0.813,-0.1,0.15,0,2,0,29.3,0.0024014909599791275,-0.002,0.05,0.1,9,2,0,29.9,0.0044014909599791275,0.001,0.2,0.01,12,2,0,29.9,0.008401490959979128,0.006,0.29,0.14,14,2,0,29.9,-0.8145985090400208,-0.82,0.0,0.25,1,2,0,29.9,0.006401490959979128,0.003,0.23,0.12,0,2,0,29.3,-0.803598509040021,-0.808,-0.05,0.26,8,2,0,29.9
66,18384005346292,18384013787261,triangle_0.02,0.3400765449987375,0.02,8.440969,1.9672130001708865,2.430847001960501,0.03719329833984375,62686,62456,0.00780153089997475,0.006,-0.04,-0.18,8,2,0,29.9,0.00580153089997475,0.001,-0.1,0.09,3,2,0,29.3,-0.7981984691000253,-0.802,0.14,0.27,1,2,0,30.6,-0.8081984691000252,-0.812,0.01,0.31,6,2,0,29.3,0.00280153089997475,-0.002,0.08,0.26,15,2,0,29.9,0.00480153089997475,0.001,-0.05,0.25,2,2,0,29.9,0.00880153089997475,0.007,0.03,0.09,4,2,0,29.9,-0.8141984691000252,-0.82,-0.1,0.29,6,2,0,29.9,0.00680153089997475,0.003,-0.16,0.11,5,2,0,29.3,-0.8031984691000253,-0.807,-0.13,-0.01,13,2,0,29.9
67,18384025345825,18384033877582,triangle_0.02,0.36007547000190243,0.02,8.531757,2.0902579999528825,2.5476190021436196,0.03647804260253906,62687,62457,0.008201509400038049,0.007,-0.01,0.02,12,2,0,29.9,0.006201509400038049,0.001,-0.05,0.19,7,2,0,29.3,-0.797798490599962,-0.802,0.02,0.1,5,2,0,30.6,-0.8077984905999619,-0.812,-0.02,0.2,10,2,0,29.3,0.0032015094000380486,-0.001,0.06,0.12,4,2,0,29.9,0.005201509400038049,0.001,-0.04,0.26,6,2,0,29.9,0.009201509400038048,0.007,-0.08,0.08,8,2,0,29.9,-0.8137984905999619,-0.82,0.08,0.44,10,2,0,29.9,0.007201509400038049,0.003,0.04,0.12,9,2,0,29.3,-0.802798490599962,-0.807,-0.12,0.08,2,2,0,29.9
68,18384045348622,18384053773591,triangle_0.02,0.3800771470014297,0.02,8.424969,1.9904129985661712,2.4468480005452875,0.03790855407714844,62688,62458,0.008601542940028593,0.007,0.0,-0.14,2,2,0,29.9,0.006601542940028593,0.002,-0.11,0.08,12,2,0,29.3,-0.7973984570599715,-0.802,-0.04,0.16,10,2,0,30.6,-0.8073984570599714,-0.812,-0.1,0.0,0,2,0,29.3,0.0036015429400285933,-0.001,-0.08,0.32,9,2,0,29.9,0.005601542940028593,0.001,0.04,0.17,11,2,0,29.9,0.009601542940028594,0.007,0.05,0.12,13,2,0,29.9,-0.8133984570599714,-0.819,-0.02,0.2,0,2,0,29.9,0.007601542940028593,0.004,0.0,0.23,14,2,0,29.3,-0.8023984570599715,-0.805,0.2,0.12,7,2,0,29.9
69,18384065350203,18384074343770,triangle_0.02,0.40007693599909544,0.02,8.993567,2.0522400009213015,2.506913002434885,0.03743171691894531,62689,62459,0.009001538719981907,0.007,0.05,-0.01,7,2,0,29.9,0.007001538719981908,0.002,0.08,0.15,2,2,0,29.3,-0.7969984612800182,-0.801,0.01,0.01,0,2,0,30.6,-0.8069984612800181,-0.812,0.1,0.13,5,2,0,29.3,0.004001538719981908,-0.001,-0.13,-0.06,14,2,0,29.9,0.006001538719981908,0.002,0.07,0.07,1,2,0,29.9,0.010001538719981908,0.007,0.16,0.08,3,2,0,29.9,-0.8129984612800181,-0.819,-0.12,0.42,5,2,0,29.9,0.008001538719981908,0.004,-0.05,0.09,4,2,0,29.3,-0.8019984612800182,-0.805,0.09,0.02,12,2,0,29.9
70,18384085346344,18384094223107,triangle_0.02,0.42007454900158336,0.02,8.876763,1.9865089998347685,2.444702997308923,0.0362396240234375,62690,62460,0.009401490980031669,0.007,0.13,-0.12,12,2,0,29.9,0.007401490980031668,0.002,0.12,0.19,7,2,0,29.3,-0.7965985090199684,-0.8,0.04,0.18,5,2,0,30.6,-0.8065985090199683,-0.811,0.06,0.09,10,2,0,29.3,0.004401490980031668,0.0,0.13,0.27,4,2,0,29.9,0.006401490980031668,0.002,0.12,0.06,7,2,0,29.9,0.010401490980031668,0.007,-0.12,0.31,9,2,0,29.9,-0.8125985090199683,-0.819,0.04,0.34,11,2,0,29.9,0.008401490980031668,0.004,0.08,0.17,10,2,0,29.3,-0.8015985090199684,-0.804,0.2,-0.1,3,2,0,29.9
